NAME      ,NATIONAL,KANTO,JOHTO,HOENN,TYPE 1  ,TYPE 2  ,SPECIES NAME        ,HEIGHT,WEIGHT,ABILITY 1    ,ABILITY 2    ,HIDDEN ABILITY,HP,ATK,DEF,SPATK,SPDEF,SPEED,CATCH,FRIENDLY,EXP GIVEN,GROWTH,EGG 1        ,EGG 2     ,GENDER,EGG CYCLES,BABY,HP ,ATK,DEF,SPATK,SPDEF,SPEED,TOTAL,BODY              ,COLOR ,DESCRIPTION,FEMALE SPRITE
Masquerain,284     ,     ,     ,33   ,Bug     ,Flying  ,Eyeball Pokémon     ,0.80  ,3.60  ,Intimidate   ,             ,Unnerve       ,0 ,0  ,0  ,1    ,1    ,0    ,75   ,70      ,145      ,MF    ,Water1       ,Bug       ,0.5   ,15        ,0   ,70 ,60 ,62 ,80   ,82   ,60   ,414  ,Polypterygotus    ,Blue  ,           ,FALSE
Shroomish ,285     ,     ,     ,34   ,Grass   ,        ,Mushroom Pokémon    ,0.40  ,4.50  ,Effect Spore ,Poison Heal  ,Quick Feet    ,1 ,0  ,0  ,0    ,0    ,0    ,255  ,70      ,59       ,FL    ,Fairy        ,Plant     ,0.5   ,15        ,0   ,60 ,40 ,60 ,40   ,60   ,35   ,295  ,Asomaticcephalopod,Brown ,           ,FALSE
Breloom   ,286     ,     ,     ,35   ,Grass   ,Fighting,Mushroom Pokémon    ,1.20  ,39.20 ,Effect Spore ,Poison Heal  ,Technician    ,0 ,2  ,0  ,0    ,0    ,0    ,90   ,70      ,161      ,FL    ,Fairy        ,Plant     ,0.5   ,15        ,0   ,60 ,130,80 ,60   ,60   ,70   ,460  ,Androcaudal       ,Green ,           ,FALSE
Slakoth   ,287     ,     ,     ,36   ,Normal  ,        ,Slacker Pokémon     ,0.80  ,24.00 ,Truant       ,             ,              ,1 ,0  ,0  ,0    ,0    ,0    ,255  ,70      ,56       ,SL    ,Ground       ,          ,0.5   ,15        ,0   ,60 ,60 ,60 ,35   ,35   ,30   ,280  ,Quadruped         ,Brown ,           ,FALSE
Vigoroth  ,288     ,     ,     ,37   ,Normal  ,        ,Wild Monkey Pokémon ,1.40  ,46.50 ,Vital Spirit ,             ,              ,0 ,0  ,0  ,0    ,0    ,2    ,120  ,70      ,154      ,SL    ,Ground       ,          ,0.5   ,15        ,0   ,80 ,80 ,80 ,55   ,55   ,90   ,440  ,Androcaudal       ,White ,           ,FALSE
Slaking   ,289     ,     ,     ,38   ,Normal  ,        ,Lazy Pokémon        ,2.00  ,130.50,Truant       ,             ,              ,3 ,0  ,0  ,0    ,0    ,0    ,45   ,70      ,252      ,SL    ,Ground       ,          ,0.5   ,15        ,0   ,150,160,100,95   ,65   ,100  ,670  ,Androform         ,Brown ,           ,FALSE
Nincada   ,290     ,     ,     ,42   ,Bug     ,Ground  ,Trainee Pokémon     ,0.50  ,5.50  ,Compound Eyes,             ,Run Away      ,0 ,0  ,1  ,0    ,0    ,0    ,255  ,70      ,53       ,ER    ,Bug          ,          ,0.5   ,15        ,0   ,31 ,45 ,90 ,30   ,30   ,40   ,266  ,Insectoid         ,Gray  ,           ,FALSE
Ninjask   ,291     ,     ,     ,43   ,Bug     ,Flying  ,Ninja Pokémon       ,0.80  ,12.00 ,Speed Boost  ,             ,Infiltrator   ,0 ,0  ,0  ,0    ,0    ,2    ,120  ,70      ,160      ,ER    ,Bug          ,          ,0.5   ,15        ,0   ,61 ,90 ,45 ,50   ,50   ,160  ,456  ,Polypterygotus    ,Yellow,           ,FALSE
Shedinja  ,292     ,     ,     ,44   ,Ghost   ,Bug     ,Shed Pokémon        ,0.80  ,1.20  ,Wonder Guard ,             ,              ,2 ,0  ,0  ,0    ,0    ,0    ,45   ,70      ,83       ,ER    ,Mineral      ,          ,-1    ,15        ,0   ,1  ,90 ,45 ,30   ,30   ,40   ,236  ,Somatoid          ,Brown ,           ,FALSE
Whismur   ,293     ,     ,     ,45   ,Normal  ,        ,Whisper Pokémon     ,0.60  ,16.30 ,Soundproof   ,             ,Rattled       ,1 ,0  ,0  ,0    ,0    ,0    ,190  ,70      ,48       ,MS    ,Monster      ,Ground    ,0.5   ,20        ,0   ,64 ,51 ,23 ,51   ,23   ,28   ,240  ,Androcaudal       ,Pink  ,           ,FALSE
Loudred   ,294     ,     ,     ,46   ,Normal  ,        ,Big Voice Pokémon   ,1.00  ,40.50 ,Soundproof   ,             ,Scrappy       ,2 ,0  ,0  ,0    ,0    ,0    ,120  ,70      ,126      ,MS    ,Monster      ,Ground    ,0.5   ,20        ,0   ,84 ,71 ,43 ,71   ,43   ,48   ,360  ,Androcaudal       ,Blue  ,           ,FALSE
Exploud   ,295     ,     ,     ,47   ,Normal  ,        ,Loud Noise Pokémon  ,1.50  ,84.00 ,Soundproof   ,             ,Scrappy       ,3 ,0  ,0  ,0    ,0    ,0    ,45   ,70      ,216      ,MS    ,Monster      ,Ground    ,0.5   ,20        ,0   ,104,91 ,63 ,91   ,73   ,68   ,490  ,Androcaudal       ,Blue  ,           ,FALSE
Makuhita  ,296     ,     ,     ,48   ,Fighting,        ,Guts Pokémon        ,1.00  ,86.40 ,Thick Fat    ,Guts         ,Sheer Force   ,1 ,0  ,0  ,0    ,0    ,0    ,180  ,70      ,47       ,FL    ,Human-like   ,          ,0.75  ,20        ,0   ,72 ,60 ,30 ,20   ,30   ,25   ,237  ,Androform         ,Yellow,           ,FALSE
Hariyama  ,297     ,     ,     ,49   ,Fighting,        ,Arm Thrust Pokémon  ,2.30  ,253.80,Thick Fat    ,Guts         ,Sheer Force   ,2 ,0  ,0  ,0    ,0    ,0    ,200  ,70      ,166      ,FL    ,Human-like   ,          ,0.75  ,20        ,0   ,144,120,60 ,40   ,60   ,50   ,474  ,Androform         ,Brown ,           ,FALSE
Azurill   ,298     ,     ,     ,54   ,Normal  ,Fairy   ,Polka Dot Pokémon   ,0.20  ,2.00  ,Thick Fat    ,Huge Power   ,Sap Sipper    ,1 ,0  ,0  ,0    ,0    ,0    ,150  ,70      ,38       ,FA    ,Undiscovered ,          ,0.25  ,10        ,1   ,50 ,20 ,40 ,20   ,40   ,20   ,190  ,Asomaticcephalopod,Blue  ,           ,FALSE
Nosepass  ,299     ,     ,     ,60   ,Rock    ,        ,Compass Pokémon     ,1.00  ,97.00 ,Sturdy       ,Magnet Pull  ,Sand Force    ,0 ,0  ,1  ,0    ,0    ,0    ,255  ,70      ,75       ,MF    ,Mineral      ,          ,0.5   ,20        ,0   ,30 ,45 ,135,45   ,90   ,30   ,375  ,Androform         ,Gray  ,           ,FALSE
Skitty    ,300     ,     ,     ,61   ,Normal  ,        ,Kitten Pokémon      ,0.60  ,11.00 ,Cute Charm   ,Normalize    ,Wonder Skin   ,0 ,0  ,0  ,0    ,0    ,1    ,255  ,70      ,52       ,FA    ,Ground       ,Fairy     ,0.25  ,15        ,0   ,50 ,45 ,45 ,35   ,35   ,50   ,260  ,Quadruped         ,Pink  ,           ,FALSE
Delcatty  ,301     ,     ,     ,62   ,Normal  ,        ,Prim Pokémon        ,1.10  ,32.60 ,Cute Charm   ,Normalize    ,Wonder Skin   ,1 ,0  ,0  ,0    ,0    ,1    ,60   ,70      ,133      ,FA    ,Ground       ,Fairy     ,0.25  ,15        ,0   ,70 ,65 ,65 ,55   ,55   ,70   ,380  ,Quadruped         ,Purple,           ,FALSE
Sableye   ,302     ,     ,     ,68   ,Dark    ,Ghost   ,Darkness Pokémon    ,0.50  ,11.00 ,Keen Eye     ,Stall        ,Prankster     ,0 ,1  ,1  ,0    ,0    ,0    ,45   ,35      ,133      ,MS    ,Human-like   ,          ,0.5   ,25        ,0   ,50 ,75 ,75 ,65   ,65   ,50   ,380  ,Androform         ,Purple,           ,FALSE
Mawile    ,303     ,     ,     ,69   ,Fairy   ,Steel   ,Deceiver Pokémon    ,0.60  ,11.50 ,Hyper Cutter ,Intimidate   ,Sheer Force   ,0 ,1  ,1  ,0    ,0    ,0    ,45   ,70      ,133      ,FA    ,Ground       ,Fairy     ,0.5   ,20        ,0   ,50 ,85 ,85 ,55   ,55   ,50   ,380  ,Androform         ,Black ,           ,FALSE
Aron      ,304     ,     ,     ,70   ,Steel   ,Rock    ,Iron Armor Pokémon  ,0.40  ,60.00 ,Sturdy       ,Rock Head    ,Heavy Metal   ,0 ,0  ,1  ,0    ,0    ,0    ,180  ,35      ,66       ,SL    ,Monster      ,          ,0.5   ,35        ,0   ,50 ,70 ,100,40   ,40   ,30   ,330  ,Quadruped         ,Gray  ,           ,FALSE
Lairon    ,305     ,     ,     ,71   ,Steel   ,Rock    ,Iron Armor Pokémon  ,0.90  ,120.00,Sturdy       ,Rock Head    ,Heavy Metal   ,0 ,0  ,2  ,0    ,0    ,0    ,90   ,35      ,151      ,SL    ,Monster      ,          ,0.5   ,35        ,0   ,60 ,90 ,140,50   ,50   ,40   ,430  ,Quadruped         ,Gray  ,           ,FALSE
Aggron    ,306     ,     ,     ,72   ,Steel   ,Rock    ,Iron Armor Pokémon  ,2.10  ,360.00,Sturdy       ,Rock Head    ,Heavy Metal   ,0 ,0  ,3  ,0    ,0    ,0    ,45   ,35      ,239      ,SL    ,Monster      ,          ,0.5   ,35        ,0   ,70 ,110,180,60   ,60   ,50   ,530  ,Androcaudal       ,Gray  ,           ,FALSE
Meditite  ,307     ,     ,     ,76   ,Psychic ,Fighting,Meditate Pokémon    ,0.60  ,11.20 ,Pure Power   ,             ,Telepathy     ,0 ,0  ,0  ,0    ,0    ,1    ,180  ,70      ,56       ,MF    ,Human-like   ,          ,0.5   ,20        ,0   ,30 ,40 ,55 ,40   ,55   ,60   ,280  ,Androform         ,Blue  ,           ,TRUE
Medicham  ,308     ,     ,     ,77   ,Psychic ,Fighting,Meditate Pokémon    ,1.30  ,31.50 ,Pure Power   ,             ,Telepathy     ,0 ,0  ,0  ,0    ,0    ,2    ,90   ,70      ,144      ,MF    ,Human-like   ,          ,0.5   ,20        ,0   ,60 ,60 ,75 ,60   ,75   ,80   ,410  ,Androform         ,Red   ,           ,TRUE
Electrike ,309     ,     ,     ,78   ,Electric,        ,Lightning Pokémon   ,0.60  ,15.20 ,Static       ,Lightning Rod,Minus         ,0 ,0  ,0  ,0    ,0    ,1    ,120  ,70      ,59       ,SL    ,Ground       ,          ,0.5   ,20        ,0   ,40 ,45 ,40 ,65   ,40   ,65   ,295  ,Quadruped         ,Green ,           ,FALSE
Manectric ,310     ,     ,     ,79   ,Electric,        ,Discharge Pokémon   ,1.50  ,40.20 ,Static       ,Lightning Rod,Minus         ,0 ,0  ,0  ,0    ,0    ,2    ,45   ,70      ,166      ,SL    ,Ground       ,          ,0.5   ,20        ,0   ,70 ,75 ,60 ,105  ,60   ,105  ,475  ,Quadruped         ,Yellow,           ,FALSE
Plusle    ,311     ,     ,     ,80   ,Electric,        ,Cheering Pokémon    ,0.40  ,4.20  ,Plus         ,             ,Lightning Rod ,0 ,0  ,0  ,0    ,0    ,1    ,200  ,70      ,142      ,MF    ,Fairy        ,          ,0.5   ,20        ,0   ,60 ,50 ,40 ,85   ,75   ,95   ,405  ,Androcaudal       ,Yellow,           ,FALSE
Minun     ,312     ,     ,     ,81   ,Electric,        ,Cheering Pokémon    ,0.40  ,4.20  ,Minus        ,             ,Volt Absorb   ,0 ,0  ,0  ,0    ,0    ,1    ,200  ,70      ,142      ,MF    ,Fairy        ,          ,0.5   ,20        ,0   ,60 ,40 ,50 ,75   ,85   ,95   ,405  ,Androcaudal       ,Yellow,           ,FALSE
Volbeat   ,313     ,     ,     ,86   ,Bug     ,        ,Firefly Pokémon     ,0.70  ,17.70 ,Illuminate   ,Swarm        ,Prankster     ,0 ,0  ,0  ,0    ,0    ,1    ,150  ,70      ,140      ,ER    ,Bug          ,Human-like,1     ,15        ,0   ,65 ,73 ,55 ,47   ,75   ,85   ,400  ,Androcaudal       ,Gray  ,           ,FALSE
Illumise  ,314     ,     ,     ,87   ,Bug     ,        ,Firefly Pokémon     ,0.60  ,17.70 ,Oblivious    ,Tinted Lens  ,Prankster     ,0 ,0  ,0  ,0    ,0    ,1    ,150  ,70      ,140      ,FL    ,Bug          ,Human-like,0     ,15        ,0   ,65 ,47 ,55 ,73   ,75   ,85   ,400  ,Androform         ,Purple,           ,FALSE
Roselia   ,315     ,     ,     ,94   ,Grass   ,Poison  ,Thorn Pokémon       ,0.30  ,2.00  ,Natural Cure ,Poison Point ,Leaf Guard    ,0 ,0  ,0  ,2    ,0    ,0    ,150  ,70      ,140      ,MS    ,Fairy        ,Plant     ,0.5   ,20        ,0   ,50 ,60 ,45 ,100  ,80   ,65   ,400  ,Androform         ,Green ,           ,TRUE
Gulpin    ,316     ,     ,     ,95   ,Poison  ,        ,Stomach Pokémon     ,0.40  ,10.30 ,Liquid Ooze  ,Sticky Hold  ,Gluttony      ,1 ,0  ,0  ,0    ,0    ,0    ,225  ,70      ,60       ,FL    ,Indeterminate,          ,0.5   ,20        ,0   ,70 ,43 ,53 ,43   ,53   ,40   ,302  ,Brachiocephaloform,Green ,           ,TRUE
Swalot    ,317     ,     ,     ,96   ,Poison  ,        ,Poison Bag Pokémon  ,1.70  ,80.00 ,Liquid Ooze  ,Sticky Hold  ,Gluttony      ,2 ,0  ,0  ,0    ,0    ,0    ,75   ,70      ,163      ,FL    ,Indeterminate,          ,0.5   ,20        ,0   ,100,73 ,83 ,73   ,83   ,55   ,467  ,Brachiocephaloform,Purple,           ,TRUE
Carvanha  ,318     ,     ,     ,97   ,Dark    ,Water   ,Savage Pokémon      ,0.80  ,20.80 ,Rough Skin   ,             ,Speed Boost   ,0 ,1  ,0  ,0    ,0    ,0    ,225  ,35      ,61       ,SL    ,Water2       ,          ,0.5   ,20        ,0   ,45 ,90 ,20 ,65   ,20   ,65   ,305  ,Pinniped          ,Red   ,           ,FALSE
Sharpedo  ,319     ,     ,     ,98   ,Dark    ,Water   ,Brutal Pokémon      ,1.80  ,88.80 ,Rough Skin   ,             ,Speed Boost   ,0 ,2  ,0  ,0    ,0    ,0    ,60   ,35      ,161      ,SL    ,Water2       ,          ,0.5   ,20        ,0   ,70 ,120,40 ,95   ,40   ,95   ,460  ,Pinniped          ,Blue  ,           ,FALSE
Wailmer   ,320     ,     ,     ,99   ,Water   ,        ,Ball Whale Pokémon  ,2.00  ,130.00,Water Veil   ,Oblivious    ,Pressure      ,1 ,0  ,0  ,0    ,0    ,0    ,125  ,70      ,80       ,FL    ,Ground       ,Water2    ,0.5   ,40        ,0   ,130,70 ,35 ,70   ,35   ,60   ,400  ,Pinniped          ,Blue  ,           ,FALSE
Wailord   ,321     ,     ,     ,100  ,Water   ,        ,Float Whale Pokémon ,14.50 ,398.00,Water Veil   ,Oblivious    ,Pressure      ,2 ,0  ,0  ,0    ,0    ,0    ,60   ,70      ,175      ,FL    ,Ground       ,Water2    ,0.5   ,40        ,0   ,170,90 ,45 ,90   ,45   ,60   ,500  ,Pinniped          ,Blue  ,           ,FALSE
Numel     ,322     ,     ,     ,101  ,Fire    ,Ground  ,Numb Pokémon        ,0.70  ,24.00 ,Oblivious    ,Simple       ,Own Tempo     ,0 ,0  ,0  ,1    ,0    ,0    ,255  ,70      ,61       ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,60 ,60 ,40 ,65   ,45   ,35   ,305  ,Quadruped         ,Yellow,           ,TRUE
Camerupt  ,323     ,     ,     ,102  ,Fire    ,Ground  ,Eruption Pokémon    ,1.90  ,220.00,Magma Armor  ,Solid Rock   ,Anger Point   ,0 ,1  ,0  ,1    ,0    ,0    ,150  ,70      ,161      ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,70 ,100,70 ,105  ,75   ,40   ,460  ,Quadruped         ,Red   ,           ,TRUE
Torkoal   ,324     ,     ,     ,105  ,Fire    ,        ,Coal Pokémon        ,0.50  ,80.40 ,White Smoke  ,             ,Shell Armor   ,0 ,0  ,2  ,0    ,0    ,0    ,90   ,70      ,165      ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,70 ,85 ,140,85   ,70   ,20   ,470  ,Quadruped         ,Brown ,           ,FALSE
Spoink    ,325     ,     ,     ,110  ,Psychic ,        ,Bounce Pokémon      ,0.70  ,30.60 ,Thick Fat    ,Own Tempo    ,Gluttony      ,0 ,0  ,0  ,0    ,1    ,0    ,255  ,70      ,66       ,FA    ,Ground       ,          ,0.5   ,20        ,0   ,60 ,25 ,35 ,70   ,80   ,60   ,330  ,Brachiocephaloform,Black ,           ,FALSE
Grumpig   ,326     ,     ,     ,111  ,Psychic ,        ,Manipulate Pokémon  ,0.90  ,71.50 ,Thick Fat    ,Own Tempo    ,Gluttony      ,0 ,0  ,0  ,0    ,2    ,0    ,60   ,70      ,165      ,FA    ,Ground       ,          ,0.5   ,20        ,0   ,80 ,45 ,65 ,90   ,110  ,80   ,470  ,Androcaudal       ,Purple,           ,FALSE
Spinda    ,327     ,     ,     ,114  ,Normal  ,        ,Spot Panda Pokémon  ,1.10  ,5.00  ,Own Tempo    ,Tangled Feet ,Contrary      ,0 ,0  ,0  ,1    ,0    ,0    ,255  ,70      ,126      ,FA    ,Ground       ,Human-like,0.5   ,20        ,0   ,60 ,60 ,60 ,60   ,60   ,60   ,360  ,Androcaudal       ,Brown ,           ,FALSE
Trapinch  ,328     ,     ,     ,116  ,Ground  ,        ,Ant Pit Pokémon     ,0.70  ,15.00 ,Hyper Cutter ,Arena Trap   ,Sheer Force   ,0 ,1  ,0  ,0    ,0    ,0    ,255  ,70      ,58       ,MS    ,Bug          ,          ,0.5   ,20        ,0   ,45 ,100,45 ,45   ,45   ,10   ,290  ,Insectoid         ,Brown ,           ,FALSE
Vibrava   ,329     ,     ,     ,117  ,Dragon  ,Ground  ,Vibration Pokémon   ,1.10  ,15.30 ,Levitate     ,             ,              ,0 ,1  ,0  ,0    ,0    ,1    ,120  ,70      ,119      ,MS    ,Bug          ,          ,0.5   ,20        ,0   ,50 ,70 ,50 ,50   ,50   ,70   ,340  ,Polypterygotus    ,Green ,           ,FALSE
Flygon    ,330     ,     ,     ,118  ,Dragon  ,Ground  ,Mystic Pokémon      ,2.00  ,82.00 ,Levitate     ,             ,              ,0 ,1  ,0  ,0    ,0    ,2    ,45   ,70      ,234      ,MS    ,Bug          ,          ,0.5   ,20        ,0   ,80 ,100,80 ,80   ,80   ,100  ,520  ,Diplopterygotus   ,Green ,           ,FALSE
Cacnea    ,331     ,     ,     ,119  ,Grass   ,        ,Cactus Pokémon      ,0.40  ,51.30 ,Sand Veil    ,             ,Water Absorb  ,0 ,0  ,0  ,1    ,0    ,0    ,190  ,35      ,67       ,MS    ,Plant        ,Human-like,0.5   ,20        ,0   ,50 ,85 ,40 ,85   ,40   ,35   ,335  ,Androform         ,Green ,           ,FALSE
Cacturne  ,332     ,     ,     ,120  ,Dark    ,Grass   ,Scarecrow Pokémon   ,1.30  ,77.40 ,Sand Veil    ,             ,Water Absorb  ,0 ,1  ,0  ,1    ,0    ,0    ,60   ,35      ,166      ,MS    ,Plant        ,Human-like,0.5   ,20        ,0   ,70 ,115,60 ,115  ,60   ,55   ,475  ,Androform         ,Green ,           ,TRUE
Swablu    ,333     ,     ,     ,121  ,Flying  ,Normal  ,Cotton Bird Pokémon ,0.40  ,1.20  ,Natural Cure ,             ,Cloud Nine    ,0 ,0  ,0  ,0    ,1    ,0    ,255  ,70      ,62       ,ER    ,Flying       ,Dragon    ,0.5   ,20        ,0   ,45 ,40 ,60 ,40   ,75   ,50   ,310  ,Diplopterygotus   ,Blue  ,           ,FALSE
Altaria   ,334     ,     ,     ,122  ,Dragon  ,Flying  ,Humming Pokémon     ,1.10  ,20.60 ,Natural Cure ,             ,Cloud Nine    ,0 ,0  ,0  ,0    ,2    ,0    ,45   ,70      ,172      ,ER    ,Flying       ,Dragon    ,0.5   ,20        ,0   ,75 ,70 ,90 ,70   ,105  ,80   ,490  ,Diplopterygotus   ,Blue  ,           ,FALSE
Zangoose  ,335     ,     ,     ,123  ,Normal  ,        ,Cat Ferret Pokémon  ,1.30  ,40.30 ,Immunity     ,             ,Toxic Boost   ,0 ,2  ,0  ,0    ,0    ,0    ,90   ,70      ,160      ,ER    ,Ground       ,          ,0.5   ,20        ,0   ,73 ,115,60 ,60   ,60   ,90   ,458  ,Androcaudal       ,White ,           ,FALSE
Seviper   ,336     ,     ,     ,124  ,Poison  ,        ,Fang Snake Pokémon  ,2.70  ,52.50 ,Shed Skin    ,             ,Infiltrator   ,0 ,1  ,0  ,1    ,0    ,0    ,90   ,70      ,160      ,FL    ,Ground       ,Dragon    ,0.5   ,20        ,0   ,73 ,100,60 ,100  ,60   ,65   ,458  ,Serpentine        ,Black ,           ,FALSE
Lunatone  ,337     ,     ,     ,125  ,Psychic ,Rock    ,Meteorite Pokémon   ,1.00  ,168.00,Levitate     ,             ,              ,0 ,0  ,0  ,2    ,0    ,0    ,45   ,70      ,154      ,FA    ,Mineral      ,          ,-1    ,25        ,0   ,70 ,55 ,65 ,95   ,85   ,70   ,440  ,Cephaloform       ,Yellow,           ,FALSE
Solrock   ,338     ,     ,     ,126  ,Psychic ,Rock    ,Meteorite Pokémon   ,1.20  ,154.00,Levitate     ,             ,              ,0 ,2  ,0  ,0    ,0    ,0    ,45   ,70      ,154      ,FA    ,Mineral      ,          ,-1    ,25        ,0   ,70 ,95 ,85 ,55   ,65   ,70   ,440  ,Cephaloform       ,Red   ,           ,FALSE
Barboach  ,339     ,     ,     ,127  ,Water   ,Ground  ,Whiskers Pokémon    ,0.40  ,1.90  ,Oblivious    ,Anticipation ,Hydration     ,1 ,0  ,0  ,0    ,0    ,0    ,190  ,70      ,58       ,MF    ,Water2       ,          ,0.5   ,20        ,0   ,50 ,48 ,43 ,46   ,41   ,60   ,288  ,Pinniped          ,Gray  ,           ,FALSE
Whiscash  ,340     ,     ,     ,128  ,Water   ,Ground  ,Whiskers Pokémon    ,0.90  ,23.60 ,Oblivious    ,Anticipation ,Hydration     ,2 ,0  ,0  ,0    ,0    ,0    ,75   ,70      ,164      ,MF    ,Water2       ,          ,0.5   ,20        ,0   ,110,78 ,73 ,76   ,71   ,60   ,468  ,Pinniped          ,Blue  ,           ,FALSE
Corphish  ,341     ,     ,     ,129  ,Water   ,        ,Ruffian Pokémon     ,0.60  ,11.50 ,Hyper Cutter ,Shell Armor  ,Adaptability  ,0 ,1  ,0  ,0    ,0    ,0    ,205  ,70      ,62       ,FL    ,Water3       ,Water1    ,0.5   ,20        ,0   ,43 ,80 ,65 ,50   ,35   ,35   ,308  ,Insectoid         ,Red   ,           ,FALSE
Crawdaunt ,342     ,     ,     ,130  ,Dark    ,Water   ,Rogue Pokémon       ,1.10  ,32.80 ,Hyper Cutter ,Shell Armor  ,Adaptability  ,0 ,2  ,0  ,0    ,0    ,0    ,155  ,70      ,164      ,FL    ,Water3       ,Water1    ,0.5   ,20        ,0   ,63 ,120,85 ,90   ,55   ,55   ,468  ,Insectoid         ,Red   ,           ,FALSE
Baltoy    ,343     ,     ,     ,131  ,Psychic ,Ground  ,Clay Doll Pokémon   ,0.50  ,21.50 ,Levitate     ,             ,              ,0 ,0  ,0  ,0    ,1    ,0    ,255  ,70      ,60       ,MF    ,Mineral      ,          ,-1    ,20        ,0   ,40 ,40 ,55 ,40   ,70   ,55   ,300  ,Brachiocephaloform,Brown ,           ,FALSE
Claydol   ,344     ,     ,     ,132  ,Psychic ,Ground  ,Clay Doll Pokémon   ,1.50  ,108.00,Levitate     ,             ,              ,0 ,0  ,0  ,0    ,2    ,0    ,90   ,70      ,175      ,MF    ,Mineral      ,          ,-1    ,20        ,0   ,60 ,70 ,105,70   ,120  ,75   ,500  ,Brachiocephaloform,Black ,           ,FALSE
Lileep    ,345     ,     ,     ,133  ,Grass   ,Rock    ,Sea Lily Pokémon    ,1.00  ,23.80 ,Suction Cups ,             ,Storm Drain   ,0 ,0  ,0  ,0    ,1    ,0    ,45   ,70      ,71       ,ER    ,Water3       ,          ,0.875 ,30        ,0   ,66 ,41 ,77 ,61   ,87   ,23   ,355  ,Somatoid          ,Purple,           ,FALSE
Cradily   ,346     ,     ,     ,134  ,Grass   ,Rock    ,Barnacle Pokémon    ,1.50  ,60.40 ,Suction Cups ,             ,Storm Drain   ,0 ,0  ,0  ,0    ,2    ,0    ,45   ,70      ,173      ,ER    ,Water3       ,          ,0.875 ,30        ,0   ,86 ,81 ,97 ,81   ,107  ,43   ,495  ,Somatoid          ,Green ,           ,FALSE
Anorith   ,347     ,     ,     ,135  ,Bug     ,Rock    ,Old Shrimp Pokémon  ,0.70  ,12.50 ,Battle Armor ,             ,Swift Swim    ,0 ,1  ,0  ,0    ,0    ,0    ,45   ,70      ,71       ,ER    ,Water3       ,          ,0.875 ,30        ,0   ,45 ,95 ,50 ,40   ,50   ,75   ,355  ,Insectoid         ,Gray  ,           ,FALSE
Armaldo   ,348     ,     ,     ,136  ,Bug     ,Rock    ,Plate Pokémon       ,1.50  ,68.20 ,Battle Armor ,             ,Swift Swim    ,0 ,2  ,0  ,0    ,0    ,0    ,45   ,70      ,173      ,ER    ,Water3       ,          ,0.875 ,30        ,0   ,75 ,125,100,70   ,80   ,45   ,495  ,Androcaudal       ,Gray  ,           ,FALSE
Feebas    ,349     ,     ,     ,140  ,Water   ,        ,Fish Pokémon        ,0.60  ,7.40  ,Swift Swim   ,Oblivious    ,Adaptability  ,0 ,0  ,0  ,0    ,0    ,1    ,255  ,70      ,40       ,ER    ,Dragon       ,Water1    ,0.5   ,20        ,0   ,20 ,15 ,20 ,10   ,55   ,80   ,200  ,Pinniped          ,Brown ,           ,FALSE
Milotic   ,350     ,     ,     ,141  ,Water   ,        ,Tender Pokémon      ,6.20  ,162.00,Marvel Scale ,Competitive  ,Cute Charm    ,0 ,0  ,0  ,0    ,2    ,0    ,60   ,70      ,189      ,ER    ,Dragon       ,Water1    ,0.5   ,20        ,0   ,95 ,60 ,79 ,100  ,125  ,81   ,540  ,Serpentine        ,Pink  ,           ,TRUE
Castform  ,351     ,     ,     ,142  ,Normal  ,        ,Weather Pokémon     ,0.30  ,0.80  ,Forecast     ,             ,              ,1 ,0  ,0  ,0    ,0    ,0    ,45   ,70      ,147      ,MF    ,Indeterminate,Fairy     ,0.5   ,25        ,0   ,70 ,70 ,70 ,70   ,70   ,70   ,420  ,Cephaloform       ,White ,           ,FALSE
Kecleon   ,352     ,     ,     ,145  ,Normal  ,        ,Color Swap Pokémon  ,1.00  ,22.00 ,Color Change ,             ,Protean       ,0 ,0  ,0  ,0    ,1    ,0    ,200  ,70      ,154      ,MS    ,Ground       ,          ,0.5   ,20        ,0   ,60 ,90 ,70 ,60   ,120  ,40   ,440  ,Androcaudal       ,Green ,           ,FALSE
Shuppet   ,353     ,     ,     ,146  ,Ghost   ,        ,Puppet Pokémon      ,0.60  ,2.30  ,Insomnia     ,Frisk        ,Cursed Body   ,0 ,1  ,0  ,0    ,0    ,0    ,225  ,35      ,59       ,FA    ,Indeterminate,          ,0.5   ,25        ,0   ,44 ,75 ,35 ,63   ,33   ,45   ,295  ,Cephaloform       ,Black ,           ,FALSE
Banette   ,354     ,     ,     ,147  ,Ghost   ,        ,Marionette Pokémon  ,1.10  ,12.50 ,Insomnia     ,Frisk        ,Cursed Body   ,0 ,2  ,0  ,0    ,0    ,0    ,45   ,35      ,159      ,FA    ,Indeterminate,          ,0.5   ,25        ,0   ,64 ,115,65 ,83   ,63   ,65   ,455  ,Androcaudal       ,Black ,           ,FALSE
Duskull   ,355     ,     ,     ,148  ,Ghost   ,        ,Requiem Pokémon     ,0.80  ,15.00 ,Levitate     ,             ,Frisk         ,0 ,0  ,0  ,0    ,1    ,0    ,190  ,35      ,59       ,FA    ,Indeterminate,          ,0.5   ,25        ,0   ,20 ,40 ,90 ,30   ,90   ,25   ,295  ,Brachiocephaloform,Black ,           ,FALSE
